Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"104,00",15.01.25 13:44,102.151,"0,00","4,75%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"101,53",15.01.25 13:01,76.628,"0,26","3,70%",Euro,-
"RWE AG 3,625% 23/29",A30V83,"101,53",15.01.25 13:01,30.600,"0,09","3,63%",Euro,-
E.ON SE 1% 20/25,A289E0,"98,81",15.01.25 15:00,24.697,"0,04","1,00%",Euro,-
"RWE AG 4,125% 23/35",A30V84,"102,21",15.01.25 15:00,20.528,"0,13","4,13%",Euro,-
"E.ON SE 1,625% 22/31",A3MQY9,"90,46",15.01.25 15:00,1.799,"0,39","1,63%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,77",15.01.25 09:41,0,"0,02","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,72",15.01.25 15:00,0,"0,60","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,34",15.01.25 09:41,0,"-0,08","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,05",15.01.25 15:00,0,"0,14","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,68",15.01.25 15:00,0,"0,54","2,60%",Canadische Dollar,"3,10%"
"BASF SE 0,25% 20/27",A289DC,"94,11",15.01.25 15:00,0,"0,09","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"83,94",15.01.25 15:05,0,"0,90","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"67,43",15.01.25 15:05,0,"1,63","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"90,22",15.01.25 08:15,0,"-0,24","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,53",15.01.25 14:47,0,"0,52","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"99,91",15.01.25 14:47,0,"0,58","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,15",15.01.25 09:41,0,"-0,11","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,54",15.01.25 09:41,0,"0,00","0,88%",Euro,"-0,46%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,09",15.01.25 15:00,0,"0,07","0,38%",Euro,"2,05%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,45",15.01.25 09:41,0,"-0,04","0,50%",Euro,"2,24%"
"NRW.BANK 0,75% 18/28",NWB0AF,"93,70",15.01.25 15:00,0,"0,20","0,75%",Euro,"2,62%"
"NRW.BANK 0,625% 19/29",NWB0AG,"91,84",15.01.25 13:01,0,"0,13","0,63%",Euro,"2,62%"
"NRW.BANK 0,000% 19/29",NWB0AH,"87,64",15.01.25 09:41,0,"-0,10",-,Euro,"2,69%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"86,93",15.01.25 14:47,0,"0,40",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"83,95",15.01.25 09:41,0,"-0,12",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"82,47",15.01.25 09:41,0,"-0,15",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"81,95",15.01.25 08:04,0,"-0,24","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"90,60",15.01.25 09:41,0,"-0,14","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"101,13",15.01.25 15:00,0,"0,26","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"83,73",15.01.25 09:41,0,"-0,05","0,38%",Euro,-
