Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"106,10",17.01.25 11:13,62.137,"0,40","4,75%",Euro,-
"RWE AG 3,625% 23/29",A30V83,"102,36",17.01.25 09:07,46.046,"0,55","3,63%",Euro,-
E.ON SE 1% 20/25,A289E0,"98,84",17.01.25 10:00,29.651,"0,01","1,00%",Euro,-
"Kreditanstalt für Wiederaufbau 0,000% 21/31",A3E5G6,"84,10",17.01.25 10:00,8.424,"0,13",-,Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"102,73",17.01.25 08:01,5.137,"0,47","3,70%",Euro,-
"Volkswagen Leasing GmbH 4,625% 23/29",A3514U,"103,70",17.01.25 10:09,3.111,"0,40","4,63%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,80",17.01.25 09:07,0,"0,01","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,89",17.01.25 08:45,0,"-0,04","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,44",17.01.25 09:07,0,"0,01","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,19",17.01.25 08:15,0,"0,03","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,73",17.01.25 08:45,0,"0,50","2,60%",Canadische Dollar,"4,31%"
"BASF SE 0,25% 20/27",A289DC,"94,23",17.01.25 08:15,0,"0,05","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,12",17.01.25 08:45,0,"0,44","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"67,24",17.01.25 08:45,0,"0,33","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"90,90",17.01.25 08:13,0,"0,04","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,56",17.01.25 10:47,0,"0,51","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"99,99",17.01.25 10:47,0,"0,54","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,54",17.01.25 09:07,0,"0,17","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,61",17.01.25 09:07,0,"0,03","0,88%",Euro,"-0,54%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,15",17.01.25 08:15,0,"0,00","0,38%",Euro,"2,56%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,73",17.01.25 09:07,0,"0,16","0,50%",Euro,-
