Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"104,47",10.01.25 16:14,156.867,"-0,22","4,75%",Euro,-
"Mercedes-Benz Group AG 0,75% 20/30",A289QR,"88,13",10.01.25 08:04,132.195,"1,47","0,75%",Euro,-
E.ON SE 4% 23/33,A351VH,"102,80",10.01.25 17:06,103.280,"-0,19","4,00%",Euro,-
"European Investment Bank (EIB) 1,625% 19/29",A2R83C,"87,38",10.01.25 17:06,85.239,"0,07","1,63%",US-Dollar,"4,56%"
"Ungarn, Republik 1,75% 20/35",A28X86,"77,35",10.01.25 17:00,58.295,"-0,26","1,75%",Euro,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"97,57",10.01.25 17:00,46.114,"-0,15","5,25%",Mexikanische Pesos,"10,11%"
"E.ON SE 0,875% 22/34",A3MP81,"79,53",10.01.25 12:36,31.812,"0,24","0,88%",Euro,-
"Mercedes-Benz Group AG 0,75% 21/33",A3H3JM,"81,01",10.01.25 15:40,22.743,"-0,30","0,75%",Euro,-
"E.ON International Finance B.V. 1,25% 17/27",A19QW4,"95,61",10.01.25 17:00,19.174,"-0,13","1,25%",Euro,"2,84%"
"E.ON SE 3,75% 23/29",A351VG,"102,44",10.01.25 13:19,10.243,"-0,30","3,75%",Euro,-
"International Bank for Reconstruction and Development 5,75% 21/28",A287QG,"81,66",10.01.25 17:00,5.304,"-0,27","5,75%",Real (Brasilien),-
"Ungarn, Republik 5% 22/27",A3LBMA,"103,48",10.01.25 17:06,2.078,"0,45","5,00%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"101,69",10.01.25 17:00,1.016,"-0,21","3,70%",Euro,-
"Europäische Union 2,75% 22/33",A3K4DW,"98,66",10.01.25 17:06,986,"-0,26","2,75%",Euro,-
"E.ON SE 1,625% 22/31",A3MQY9,"90,39",10.01.25 17:00,908,"-0,12","1,63%",Euro,-
