Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Landesbank Hessen-Thüringen Girozentrale 2,8% 23/25",HLB7BX,"99,80",14.01.25 15:02,59.880,"0,00","2,80%",Euro,-
The Goldman Sachs Group Inc. 2% 18/28,A19340,"96,15",14.01.25 15:50,57.692,"0,05","2,00%",Euro,"3,08%"
"Spanien, Königreich 2,55% 22/32",A3K6K4,"96,27",14.01.25 13:47,55.857,"0,02","2,55%",Euro,-
"Deutschland, Bundesrepublik 5,625% 98/28",113506,"109,50",14.01.25 14:53,54.750,"-0,06","5,63%",Euro,"2,26%"
"E.ON SE 4,125% 24/44",A383CW,"99,82",14.01.25 15:04,53.921,"0,42","4,13%",Euro,-
"Niederlande, Königreich der 2,5% 23/30",A3LF7S,"99,64",14.01.25 14:40,52.822,"-0,06","2,50%",Euro,-
"Kreditanstalt für Wiederaufbau 0,5% 17/27",A2GSFA,"94,94",14.01.25 14:35,52.366,"-0,01","0,50%",Euro,"2,40%"
Bayer AG 4% 23/26,A351UZ,"101,15",14.01.25 12:00,50.711,"-0,03","4,00%",Euro,-
"Deutschland, Bundesrepublik 2,7% 24/26",BU2206,"100,64",14.01.25 13:16,50.319,"0,00","2,70%",Euro,-
"Multitude Capital Oyj 10,102% 24/28",A3LZ65,"100,25",14.01.25 13:15,50.125,"0,00","10,10%",Euro,-
MTU Aero Engines AG 3% 20/25,A289QB,"99,98",14.01.25 15:56,49.991,"0,02","3,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 2,6% 22/27",HLB77Y,"98,95",14.01.25 12:00,49.900,"-0,10","2,60%",Euro,-
"Berlin, Land 0,25% 15/25",A14J3F,"99,75",14.01.25 11:56,49.875,"0,77","0,25%",Euro,"1,20%"
"Europäische Union 3,125% 23/30",A3LNF0,"101,51",14.01.25 13:11,49.760,"-0,11","3,13%",Euro,-
Würth Finance International B.V. 1% 18/25,A1905C,"99,30",14.01.25 15:07,49.650,"0,01","1,00%",Euro,-
"Volkswagen Financial Services AG 2,25% 18/26",A2LQ6C,"98,46",14.01.25 15:17,49.242,"0,11","2,25%",Euro,"3,16%"
"Deutschland, Bundesrepublik 2,6% 24/41",BU2F00,"96,55",14.01.25 15:30,48.378,"-0,38","2,60%",Euro,-
"Deutsche Bahn Finance GmbH 1,875% 22/30",A30VH4,"94,19",14.01.25 16:00,48.195,"-0,33","1,88%",Euro,-
"Spanien, Königreich 0,000% 21/27",A3KX5K,"95,12",14.01.25 12:00,47.575,"0,02",-,Euro,-
"Deutschland, Bundesrepublik 0,5% 18/28",110244,"94,88",14.01.25 15:43,47.440,"-0,04","0,50%",Euro,-
"HOCHTIEF AG 1,75% 18/25",A2LQ5M,"99,42",14.01.25 14:00,45.720,"0,03","1,75%",Euro,-
"Volkswagen Financial Services AG 2,25% 19/27",A2LQ6G,"97,21",14.01.25 15:47,43.764,"0,33","2,25%",Euro,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"104,00",14.01.25 15:07,43.757,"-0,21","4,75%",Euro,-
European Financial Stability Facility [EFSF] 3% 23/28,A2SCAH,"101,12",14.01.25 14:35,43.475,"-0,05","3,00%",Euro,-
"European Investment Bank (EIB) 2,875% 23/33",A3LCWP,"99,88",14.01.25 12:00,42.991,"-0,08","2,88%",Euro,-
"Großbritannien und Nord-Irland, Vereinigtes Königreich 0,5% 20/61",A28W89,"27,12",14.01.25 12:00,41.525,"0,56","0,50%",Britische Pfund,-
The Goldman Sachs Group Inc. 4% 22/29,A3K9K0,"103,43",14.01.25 12:39,41.344,"0,22","4,00%",Euro,-
Netfonds AG 7% 24/29,A4DFAM,"102,50",14.01.25 15:44,40.990,"0,69","7,00%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"101,32",14.01.25 13:02,40.845,"-0,11","3,70%",Euro,-
"Deutschland, Bundesrepublik 2,2% 23/28",BU2500,"99,77",14.01.25 14:31,39.918,"0,01","2,20%",Euro,-
"Mercedes-Benz International Finance B.V. 0,85% 17/25",A2DADM,"99,56",14.01.25 11:19,39.824,"0,01","0,85%",Euro,"0,76%"
"Deutsche Telekom International Finance B.V. 1,375% 18/25",A191CV,"98,83",14.01.25 13:02,39.526,"0,01","1,38%",Euro,"2,47%"
"JPMorgan Chase & Co. 6,167% 22/28",JP2UXN,"100,97",14.01.25 09:17,39.422,"0,04","6,17%",US-Dollar,-
"John Deere Capital Corp. 4,7% 23/30",A3LJP1,"99,05",14.01.25 15:39,38.839,"0,06","4,70%",US-Dollar,-
SoWiTec group GmbH 8% 23/28,A30V6L,"95,00",14.01.25 11:36,37.980,"4,40","8,00%",Euro,-
"Deutschland, Bundesrepublik 0,25% 18/28",110245,"93,23",14.01.25 14:31,37.296,"0,02","0,25%",Euro,-
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,25% 23/26",DW6C8P,"100,72",14.01.25 12:36,35.252,"0,03","3,25%",Euro,-
"Heidelberg Materials Finance Luxembourg S.A. 1,125% 19/27",A2R37Q,"95,09",14.01.25 14:17,35.194,"-0,11","1,13%",Euro,"2,79%"
"Großbritannien und Nord-Irland, Vereinigtes Königreich 4,25% 00/32",159200,"97,41",14.01.25 15:00,34.737,"-0,05","4,25%",Britische Pfund,"4,71%"
"Kreditanstalt für Wiederaufbau 0,125% 22/25",A3MP7J,"98,82",14.01.25 15:31,34.587,"0,05","0,13%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 0,272% 17/32",HLB5GQ,"85,60",14.01.25 12:00,34.280,"0,12","0,27%",Euro,-
"Argentinien, Republik 0,75% 20/30",A28133,"64,99",14.01.25 14:42,33.080,"3,85","0,75%",US-Dollar,-
"The Goldman Sachs Group Inc. 3,375% 20/25",A28VAL,"100,03",14.01.25 12:47,33.013,"-0,01","3,38%",Euro,-
"Deutsche Post AG 0,75% 20/29",A289XE,"92,70",14.01.25 13:47,32.478,"-0,12","0,75%",Euro,-
"Deutschland, Bundesrepublik 0,000% 24/25",BU0E23,"97,99",14.01.25 14:35,32.348,"0,02",-,Euro,-
"Spanien, Königreich 0,5% 20/30",A28SDS,"88,66",14.01.25 12:09,31.918,"0,02","0,50%",Euro,-
"Fresenius SE & Co. KGaA 0,75% 20/28",A254QN,"93,68",14.01.25 16:00,31.853,"0,10","0,75%",Euro,-
"Großbritannien und Nord-Irland, Vereinigtes Königreich 4,25% 05/55",A0E5TB,"82,62",14.01.25 15:00,31.573,"-0,05","4,25%",Britische Pfund,"5,47%"
"John Deere Capital Corp. 4,75% 23/28",A3LCL5,"99,94",14.01.25 15:47,31.378,"0,02","4,75%",US-Dollar,-
"Rumänien, Republik 2,625% 20/40",A285V0,"61,20",14.01.25 09:18,30.600,"-1,67","2,63%",Euro,-
"E.ON SE 3,5% 23/28",A30V8A,"101,55",14.01.25 13:02,30.507,"0,10","3,50%",Euro,-
"Covestro AG 0,875% 20/26",A3E44L,"98,00",14.01.25 15:20,30.379,"0,16","0,88%",Euro,-
Landesbank Hessen-Thüringen Girozentrale 3% 24/25,HLB59M,"99,80",14.01.25 12:01,29.940,"0,00","3,00%",Euro,"4,65%"
"Deutschland, Bundesrepublik 0,000% 21/31",110253,"86,69",14.01.25 14:31,29.485,"0,01",-,Euro,-
"Glencore Canada Corp. 6,2% 05/35",A0E50Z,"102,15",14.01.25 12:00,29.392,"0,09","6,20%",US-Dollar,"5,84%"
"Nestlé Finance International Ltd. 0,000% 20/25",A285PB,"97,75",14.01.25 16:00,29.340,"-0,01",-,Euro,-
"Deutschland, Bundesrepublik 0,000% 25/26",BU0E24,"97,69",14.01.25 13:17,29.307,"0,01",-,Euro,-
"Rumänien, Republik 1,75% 21/30",A3KTZA,"82,52",14.01.25 10:45,28.882,"0,27","1,75%",Euro,-
"Deutschland, Bundesrepublik 0,000% 21/26",114184,"96,19",14.01.25 16:08,28.856,"-0,02",-,Euro,-
Deutsche Telekom International Finance B.V. 2% 18/29,A191CW,"96,16",14.01.25 10:46,28.847,"-0,43","2,00%",Euro,-
Europäischer Stabilitätsmechanismus [ESM] 1% 22/27,A1Z99Q,"96,04",14.01.25 12:09,28.812,"-0,01","1,00%",Euro,-
"E.ON SE 1,625% 17/29",A2E4BF,"94,45",14.01.25 12:09,28.334,"0,01","1,63%",Euro,"2,88%"
"Rumänien, Republik 5,625% 24/37",A3LZEH,"92,90",14.01.25 15:26,27.870,"0,40","5,63%",Euro,-
"Volkswagen International Finance N.V. 1,625% 15/30",A1ZUTM,"90,48",14.01.25 12:00,27.144,"0,00","1,63%",Euro,-
"Italien, Republik 3,35% 18/35",A2RWN7,"96,77",14.01.25 13:27,27.099,"-0,02","3,35%",Euro,"4,10%"
"The Dow Chemical Co. 7,375% 99/29",450258,"108,67",14.01.25 16:07,26.645,"0,34","7,38%",US-Dollar,-
"Deutsche Telekom AG 0,5% 19/27",A2YNSJ,"94,75",14.01.25 16:00,26.587,"-0,05","0,50%",Euro,-
"Österreich, Republik 0,85% 20/20",A28Y97,"40,10",14.01.25 14:31,26.385,"-0,20","0,85%",Euro,-
KION GROUP AG 4% 24/29,A383W2,"101,80",14.01.25 15:06,25.447,"0,19","4,00%",Euro,-
"Deutschland, Bundesrepublik 0,125% 15/46",103057,"87,55",14.01.25 14:31,25.431,"-0,32","0,13%",Euro,-
"Siemens Financieringsmaatschappij N.V. 2,875% 13/28",A1UDWN,"101,21",14.01.25 11:18,25.303,"0,82","2,88%",Euro,-
"European Bank for Reconstruction and Development 0,000% 97/27",190777,"83,74",14.01.25 16:05,25.237,"0,79",-,Südafrikanische Rand,-
"Aareal Bank AG 3,25% 24/29",AAR042,"100,57",14.01.25 12:00,25.225,"-0,12","3,25%",Euro,-
"BMW Finance N.V. 3,25% 23/26",A3LHZP,"100,47",14.01.25 13:47,25.130,"0,02","3,25%",Euro,-
Landesbank Hessen-Thüringen Girozentrale 3% 24/25,HLB58Q,"99,95",14.01.25 14:54,24.988,"0,00","3,00%",Euro,"1,27%"
SAP SE 1% 15/25,A14KJF,"99,46",14.01.25 13:02,24.864,"0,00","1,00%",Euro,"2,59%"
"Deutsche Bahn Finance GmbH 3,375% 24/38",A3827V,"98,61",14.01.25 16:10,24.653,"0,06","3,38%",Euro,-
"Landwirtschaftliche Rentenbank 0,375% 16/26",A12TZ0,"97,83",14.01.25 12:00,24.653,"0,28","0,38%",Euro,"1,60%"
"Niederlande, Königreich der 0,000% 22/26",A3K0YZ,"97,71",14.01.25 14:40,24.436,"0,00",-,Euro,-
"BMW International Investment B.V. 3,375% 24/34",A3L23R,"97,02",14.01.25 13:47,24.343,"-0,33","3,38%",Euro,-
"Council of Europe Development Bank (CEB) 27,5% 23/28",A3LF2C,"99,00",14.01.25 15:27,24.336,"2,06","27,50%",Türkische Lira,-
Berlin Hyp AG 3% 22/27,BHY0JW,"101,34",14.01.25 09:13,24.322,"0,59","3,00%",Euro,-
"Landwirtschaftliche Rentenbank 0,625% 17/27",A2AAZ6,"95,94",14.01.25 11:19,23.985,"0,32","0,63%",Euro,"2,44%"
"Mercedes-Benz International Finance B.V. 0,625% 19/27",A2R9ZU,"94,85",14.01.25 13:02,23.783,"-0,01","0,63%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 2,75% 24/29",HLB54H,"97,80",14.01.25 12:00,23.676,"-0,05","2,75%",Euro,"3,12%"
"Rumänien, Republik 7,625% 23/53",A3LCXE,"97,60",14.01.25 15:55,22.969,"0,56","7,63%",US-Dollar,-
"Großbritannien und Nord-Irland, Vereinigtes Königreich 4,75% 23/43",A3LRD1,"92,79",14.01.25 15:00,22.065,"-0,01","4,75%",Britische Pfund,-
"European Investment Bank (EIB) 0,75% 21/26",A3KVKS,"93,68",14.01.25 14:40,22.050,"0,08","0,75%",US-Dollar,-
"Italien, Republik 0,95% 21/37",A287FR,"71,91",14.01.25 14:40,21.609,"0,14","0,95%",Euro,-
Anheuser-Busch InBev S.A./N.V. 2% 16/28,A18ZDR,"97,16",14.01.25 14:04,21.375,"-0,12","2,00%",Euro,-
"RWE AG 3,625% 24/32",A3826L,"100,99",14.01.25 16:04,20.198,"0,35","3,63%",Euro,-
"Nokia of America Corp. 6,45% 99/29",294959,"103,30",14.01.25 13:00,20.166,"5,30","6,45%",US-Dollar,"5,61%"
Volkswagen Leasing GmbH 4% 24/31,A2YN0G,"100,67",14.01.25 15:07,20.133,"0,36","4,00%",Euro,-
"Volkswagen International Finance N.V. 4,625%",A1ZE21,"99,94",14.01.25 16:09,19.982,"0,21","4,63%",Euro,-
Landesbank Hessen-Thüringen Girozentrale 3% 24/25,HLB56L,"99,85",14.01.25 12:00,19.970,"0,00","3,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 3,2% 24/25",HLB58V,"99,80",14.01.25 15:01,19.960,"0,00","3,20%",Euro,"3,98%"
BMW Finance N.V. 1% 15/25,A1ZUTY,"99,63",14.01.25 08:01,19.926,"0,02","1,00%",Euro,-
"The Toronto-Dominion Bank 5,9% 22/25",A3K5Z1,"101,53",14.01.25 12:53,19.912,"1,63","5,90%",US-Dollar,-
"E.ON SE 3,5% 25/33",A383X4,"99,55",14.01.25 15:25,19.911,"-0,02","3,50%",Euro,-
"Spanien, Königreich 2,4% 25/28",A3L8BC,"99,11",14.01.25 14:40,19.856,"0,00","2,40%",Euro,-
"Österreich, Republik 2,9% 24/34",A3LTRT,"98,96",14.01.25 14:40,19.840,"-0,08","2,90%",Euro,-
Mercedes-Benz Group AG 1% 17/27,A2GSLY,"94,28",14.01.25 13:02,19.807,"-0,05","1,00%",Euro,-
"European Investment Bank (EIB) 0,125% 21/26",A287D3,"92,55",14.01.25 11:14,19.794,"0,75","0,13%",Britische Pfund,-
"Frankreich, Republik 0,000% 20/31",A3KPGV,"80,84",14.01.25 14:40,19.669,"0,00",-,Euro,-
"Deutschland, Bundesrepublik 0,5% 16/26",110239,"98,11",14.01.25 12:00,19.623,"0,01","0,50%",Euro,"2,28%"
"United States of America 4,25% 24/26",A3L7TA,"99,75",14.01.25 12:29,19.563,"0,02","4,25%",US-Dollar,-
"United States of America 3,125% 22/25",A3K79V,"99,66",14.01.25 14:38,19.455,"0,66","3,13%",US-Dollar,-
"BMW Finance N.V. 0,2% 21/33",A287DG,"77,77",14.01.25 15:00,19.443,"0,09","0,20%",Euro,-
"Deutschland, Bundesrepublik 0,000% 98/27",114260,"96,91",14.01.25 11:06,19.383,"2,01",-,Euro,-
"Rumänien, Republik 6,375% 23/33",A3LNGG,"101,88",14.01.25 08:54,19.354,"-0,60","6,38%",Euro,-
"Deutschland, Bundesrepublik 0,000% 98/28",114205,"94,69",14.01.25 13:16,19.196,"3,32",-,Euro,"1,86%"
"Spanien, Königreich 3,5% 23/29",A3LPNG,"102,95",14.01.25 13:47,18.536,"0,00","3,50%",Euro,-
"United States of America 4,625% 24/44",A3LY8H,"94,63",14.01.25 15:40,18.531,"0,15","4,63%",US-Dollar,-
"Australia, Commonwealth of... 2,75% 18/41",A193XD,"75,65",14.01.25 15:00,18.340,"0,53","2,75%",Australische Dollar,-
"Mercedes-Benz Australia/Pacific Pty. Ltd. 4,75% 24/27",A3LTDZ,"100,22",14.01.25 15:06,18.111,"0,22","4,75%",Australische Dollar,-
"Ziton A/S 9,5% 23/28",A3LJE8,"107,00",14.01.25 11:55,17.335,"2,00","9,50%",Euro,-
"Rumänien, Republik 2,875% 16/28",A1814W,"95,39",14.01.25 15:33,17.175,"0,18","2,88%",Euro,-
"Deutschland, Bundesrepublik 0,000% 08/40",110854,"66,82",14.01.25 09:08,16.704,"7,60",-,Euro,"2,69%"
"United States of America 1,625% 19/29",A2R6AB,"88,06",14.01.25 15:41,16.422,"0,06","1,63%",US-Dollar,"4,59%"
"Deutschland, Bundesrepublik 0,000% 21/52",110257,"46,80",14.01.25 15:46,16.103,"-0,77",-,Euro,-
Commerzbank AG 3% 23/27,CZ43ZM,"99,92",14.01.25 11:33,15.986,"0,05","3,00%",Euro,-
RWE AG 1% 21/33,A3MP71,"79,13",14.01.25 12:00,15.900,"-0,47","1,00%",Euro,-
"Frankreich, Republik 1,5% 15/31",A1Z7JJ,"90,92",14.01.25 14:40,15.764,"-0,01","1,50%",Euro,"3,09%"
"Bayer AG 4,625% 23/33",A351U1,"103,82",14.01.25 12:19,15.573,"-0,28","4,63%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 0,09% 19/29",HLB3XB,"90,80",14.01.25 12:00,15.436,"0,11","0,09%",Euro,-
Landesbank Hessen-Thüringen Girozentrale 4% 23/32,HLB50J,"100,50",14.01.25 14:53,15.085,"0,00","4,00%",Euro,"3,65%"
"PCC SE 5,75% 24/30",A383SZ,"100,00",14.01.25 13:18,15.000,"0,00","5,75%",Euro,-
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,65% 23/25",DW6C35,"99,92",14.01.25 12:34,14.988,"0,01","2,65%",Euro,-
"BASF SE 0,875% 18/25",A2LQ5G,"99,23",14.01.25 15:43,14.885,"-0,09","0,88%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 1,35% 22/26",HLB77A,"97,75",14.01.25 15:10,14.663,"-0,05","1,35%",Euro,"2,26%"
"United States of America 4,5% 24/29",A3LZLV,"99,68",14.01.25 14:40,14.608,"0,11","4,50%",US-Dollar,-
"European Investment Bank (EIB) 1,25% 21/27",A3KQD0,"94,80",14.01.25 09:48,14.560,"0,72","1,25%",Norwegische Kronen,-
