Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"105,18",07.01.25 16:05,290.324,"0,08","4,75%",Euro,-
"E.ON SE 3,75% 23/29",A351VG,"102,97",07.01.25 15:20,260.533,"-0,57","3,75%",Euro,-
"Koninklijke Philips N.V. 0,5% 19/26",A2R2K7,"97,05",07.01.25 11:52,194.100,"0,14","0,50%",Euro,"2,72%"
"RWE AG 4,125% 23/35",A30V84,"102,90",07.01.25 16:06,56.885,"-0,08","4,13%",Euro,-
"European Investment Bank (EIB) 0,75% 21/27",A287CD,"91,56",07.01.25 16:05,36.039,"-0,08","0,75%",Australische Dollar,-
RWE AG 1% 21/33,A3MP71,"80,96",07.01.25 13:01,12.144,"0,56","1,00%",Euro,-
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M,"73,00",07.01.25 16:15,10.290,"-0,05","0,01%",Euro,-
"E.ON SE 1,625% 22/31",A3MQY9,"91,06",07.01.25 10:40,10.023,"-0,08","1,63%",Euro,-
E.ON SE 1% 20/25,A289E0,"98,81",07.01.25 15:32,9.881,"0,00","1,00%",Euro,-
"International Bank for Reconstruction and Development 5,75% 21/28",A287QG,"81,61",07.01.25 10:40,1.306,"0,49","5,75%",Real (Brasilien),-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,76",07.01.25 09:28,0,"0,01","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,99",07.01.25 16:05,0,"-0,45","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,53",07.01.25 09:28,0,"0,00","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,35",07.01.25 10:40,0,"0,01","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,72",07.01.25 15:00,0,"0,00","2,60%",Canadische Dollar,"2,93%"
"BASF SE 0,25% 20/27",A289DC,"94,28",07.01.25 10:40,0,"-0,03","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,42",07.01.25 16:00,0,"0,08","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"68,49",07.01.25 16:00,0,"0,04","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"91,36",07.01.25 08:13,0,"0,00","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,45",07.01.25 16:20,0,"0,50","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"99,97",07.01.25 16:20,0,"0,52","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,58",07.01.25 09:52,0,"-0,26","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,57",07.01.25 09:28,0,"0,00","0,88%",Euro,"-0,41%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,12",07.01.25 10:40,0,"-0,02","0,38%",Euro,"1,95%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,72",07.01.25 09:28,0,"-0,01","0,50%",Euro,"2,16%"
"NRW.BANK 0,75% 18/28",NWB0AF,"93,85",07.01.25 10:40,0,"-0,06","0,75%",Euro,"2,51%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,23",07.01.25 13:09,0,"0,05","0,63%",Euro,"2,55%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,32",07.01.25 09:28,0,"0,12",-,Euro,"2,57%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,27",07.01.25 14:47,0,"0,02",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,68",07.01.25 09:28,0,"-0,02",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,27",07.01.25 09:29,0,"-0,01",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"82,86",07.01.25 08:00,0,"-0,23","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,59",07.01.25 09:28,0,"-0,01","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"101,46",07.01.25 10:40,0,"-0,16","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"84,46",07.01.25 09:28,0,"0,08","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,79",07.01.25 09:28,0,"0,03","1,75%",US-Dollar,"4,22%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"95,79",07.01.25 09:28,0,"-0,14","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,71",07.01.25 08:00,0,"0,01","3,13%",US-Dollar,"4,05%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"100,41",07.01.25 09:28,0,"0,31","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"99,95",07.01.25 13:09,0,"0,00","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"97,42",07.01.25 10:40,0,"-0,22","5,25%",Mexikanische Pesos,"11,11%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"99,08",07.01.25 09:28,0,"0,00","1,75%",Euro,"1,31%"
