Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"European Investment Bank (EIB) 1,625% 21/31",A3KQX0,"84,63",03.02.25 13:14,89.519,"0,15","1,63%",US-Dollar,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"106,86",03.02.25 12:07,77.961,"-0,37","4,75%",Euro,-
"European Investment Bank (EIB) 0,05% 22/29",A3K1QT,"90,55",03.02.25 09:11,45.275,"2,24","0,05%",Euro,-
"Mercedes-Benz International Finance B.V. 3,5% 23/26",A3LH6T,"101,32",03.02.25 08:38,35.462,"0,52","3,50%",Euro,-
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"89,35",03.02.25 12:58,18.116,"0,37","1,88%",Euro,"3,14%"
"Kreditanstalt für Wiederaufbau 0,01% 19/27",A2TED0,"95,28",03.02.25 10:46,14.291,"0,61","0,01%",Euro,"2,20%"
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"104,13",03.02.25 13:05,13.537,"0,17","3,70%",Euro,-
E.ON SE 1% 20/25,A289E0,"99,07",03.02.25 14:00,7.925,"0,01","1,00%",Euro,-
"European Investment Bank (EIB) 0,75% 20/30",A282R9,"81,88",03.02.25 14:00,7.089,"-0,04","0,75%",US-Dollar,-
"European Investment Bank (EIB) 2,75% 23/28",A3LD6J,"101,56",03.02.25 14:00,2.030,"0,29","2,75%",Euro,-
"E.ON SE 3,75% 23/29",A351VG,"103,60",03.02.25 13:44,1.036,"0,53","3,75%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,98",03.02.25 10:01,0,"0,03","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"99,96",03.02.25 13:55,0,"0,07","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,75",03.02.25 10:01,0,"0,28","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,78",03.02.25 14:00,0,"0,19","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,91",03.02.25 13:55,0,"0,57","2,60%",Canadische Dollar,"2,52%"
"BASF SE 0,25% 20/27",A289DC,"94,79",03.02.25 14:00,0,"0,15","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"85,17",03.02.25 13:55,0,"2,01","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"69,37",03.02.25 13:55,0,"2,92","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"92,18",03.02.25 08:03,0,"0,60","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,67",03.02.25 14:47,0,"0,47","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,51",03.02.25 14:47,0,"0,61","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,82",03.02.25 10:01,0,"0,50","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,79",03.02.25 10:01,0,"0,07","0,88%",Euro,"-0,86%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,55",03.02.25 14:00,0,"0,15","0,38%",Euro,"1,80%"
"NRW.BANK 0,5% 17/27",NWB0AE,"95,12",03.02.25 10:01,0,"0,32","0,50%",Euro,"2,03%"
"NRW.BANK 0,75% 18/28",NWB0AF,"94,44",03.02.25 14:00,0,"0,29","0,75%",Euro,"2,38%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,82",03.02.25 12:58,0,"0,29","0,63%",Euro,"2,48%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,76",03.02.25 10:01,0,"0,57",-,Euro,"2,45%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,96",03.02.25 14:47,0,"0,27",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"85,32",03.02.25 10:01,0,"0,68",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,91",03.02.25 10:01,0,"0,72",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"83,33",03.02.25 08:03,0,"0,53","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"92,19",03.02.25 10:01,0,"0,77","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"102,37",03.02.25 14:00,0,"0,47","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"85,58",03.02.25 10:01,0,"0,66","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,94",03.02.25 10:01,0,"-0,07","1,75%",US-Dollar,"4,42%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"97,28",03.02.25 10:01,0,"0,11","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,81",03.02.25 08:03,0,"0,00","3,13%",US-Dollar,"4,02%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"99,97",03.02.25 10:01,0,"-0,01","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"100,33",03.02.25 12:58,0,"-0,07","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"98,21",03.02.25 14:00,0,"0,02","5,25%",Mexikanische Pesos,"9,88%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"99,11",03.02.25 10:01,0,"0,03","1,75%",Euro,"1,14%"
"Polen, Republik 1,125% 18/26",A19VY7,"97,95",03.02.25 14:00,0,"0,00","1,13%",Euro,"2,33%"
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,46",03.02.25 10:01,0,"0,00","2,88%",US-Dollar,"3,50%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,88",03.02.25 10:01,0,"0,19","1,25%",Euro,"2,48%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"97,33",03.02.25 14:00,0,"0,14","0,50%",Euro,"2,13%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"95,35",03.02.25 12:58,0,"0,10","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"92,27",03.02.25 12:58,0,"0,28","1,00%",Euro,-
"Asian Development Bank (ADB) 0,625% 19/26",A2R9DH,"94,05",03.02.25 10:01,0,"0,18","0,63%",Britische Pfund,-
"Asian Development Bank (ADB) 0,000% 19/29",A2R9GZ,"88,97",03.02.25 10:01,0,"0,54",-,Euro,"2,44%"
