Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"European Investment Bank (EIB) 1,625% 21/31",A3KQX0,"84,59",03.02.25 09:11,65.091,"0,10","1,63%",US-Dollar,-
"European Investment Bank (EIB) 0,05% 22/29",A3K1QT,"90,55",03.02.25 09:11,45.275,"2,24","0,05%",Euro,-
"Mercedes-Benz International Finance B.V. 3,5% 23/26",A3LH6T,"101,32",03.02.25 08:38,35.462,"0,52","3,50%",Euro,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"106,60",03.02.25 08:19,19.188,"-0,62","4,75%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,95",31.01.25 09:11,0,"0,00","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"99,89",03.02.25 08:59,0,"0,00","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,48",31.01.25 09:11,0,"0,00","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,61",03.02.25 08:18,0,"0,02","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,85",03.02.25 08:45,0,"0,51","2,60%",Canadische Dollar,"4,20%"
"BASF SE 0,25% 20/27",A289DC,"94,64",03.02.25 08:18,0,"-0,02","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"85,02",03.02.25 08:45,0,"1,83","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"69,00",03.02.25 08:45,0,"2,37","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"92,18",03.02.25 08:03,0,"0,60","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,71",03.02.25 09:40,0,"0,52","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,44",03.02.25 09:40,0,"0,54","3,00%",Euro,-
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,4% 21/28",DFK0RN,"89,99",31.01.25 12:25,0,"0,00","0,40%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,37",31.01.25 09:11,0,"0,00","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,72",31.01.25 09:11,0,"0,00","0,88%",Euro,"-0,78%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,44",03.02.25 08:18,0,"0,03","0,38%",Euro,"2,46%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,82",31.01.25 09:11,0,"0,00","0,50%",Euro,"2,11%"
"NRW.BANK 0,75% 18/28",NWB0AF,"94,10",03.02.25 08:18,0,"-0,07","0,75%",Euro,"2,35%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,55",31.01.25 17:02,0,"0,00","0,63%",Euro,"2,55%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,26",31.01.25 09:11,0,"0,00",-,Euro,"2,75%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,89",03.02.25 09:40,0,"0,19",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,74",31.01.25 09:11,0,"0,00",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,31",31.01.25 09:11,0,"0,00",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"83,33",03.02.25 08:03,0,"0,53","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,49",31.01.25 09:11,0,"0,00","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"101,43",03.02.25 08:18,0,"-0,45","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"85,02",31.01.25 09:11,0,"0,00","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"96,01",31.01.25 09:11,0,"0,00","1,75%",US-Dollar,"4,32%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"97,17",31.01.25 09:11,0,"0,00","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,81",03.02.25 08:03,0,"0,00","3,13%",US-Dollar,"4,70%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"99,98",31.01.25 09:11,0,"0,00","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"100,40",31.01.25 17:02,0,"0,00","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"98,01",03.02.25 08:18,0,"-0,18","5,25%",Mexikanische Pesos,"9,88%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"99,08",31.01.25 09:11,0,"0,00","1,75%",Euro,"4,63%"
"Polen, Republik 1,125% 18/26",A19VY7,"97,95",03.02.25 08:18,0,"0,00","1,13%",Euro,"2,53%"
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,46",31.01.25 09:11,0,"0,00","2,88%",US-Dollar,"4,44%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,69",31.01.25 09:11,0,"0,00","1,25%",Euro,"2,48%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"97,29",03.02.25 08:18,0,"0,10","0,50%",Euro,"2,26%"
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"89,02",31.01.25 17:02,0,"0,00","1,88%",Euro,"3,34%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"95,25",31.01.25 17:02,0,"0,00","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"92,01",31.01.25 17:02,0,"0,00","1,00%",Euro,-
"Asian Development Bank (ADB) 0,625% 19/26",A2R9DH,"93,88",31.01.25 09:11,0,"0,00","0,63%",Britische Pfund,-
