Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"RWE AG 3,625% 23/29",A30V83,"101,95",20.01.25 09:08,76.463,"-0,02","3,63%",Euro,-
"E.ON SE 3,75% 23/29",A351VG,"103,57",20.01.25 08:04,3.107,"0,67","3,75%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,81",20.01.25 09:46,0,"0,01","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,98",20.01.25 10:05,0,"0,12","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,21",20.01.25 09:46,0,"-0,24","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,21",20.01.25 10:01,0,"0,01","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,76",20.01.25 10:05,0,"0,52","2,60%",Canadische Dollar,"4,30%"
"BASF SE 0,25% 20/27",A289DC,"94,24",20.01.25 10:01,0,"0,01","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"83,80",20.01.25 10:05,0,"-0,20","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"66,84",20.01.25 10:05,0,"-0,61","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"91,06",20.01.25 08:32,0,"0,18","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,59",20.01.25 09:00,0,"0,53","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,01",20.01.25 09:00,0,"0,52","3,00%",Euro,-
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,4% 21/28",DFK0RN,"89,72",17.01.25 12:20,0,"0,00","0,40%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,60",20.01.25 09:46,0,"0,07","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,63",20.01.25 09:46,0,"0,02","0,88%",Euro,"-0,56%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,18",20.01.25 10:01,0,"-0,01","0,38%",Euro,"1,98%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,72",20.01.25 09:46,0,"-0,01","0,50%",Euro,"2,59%"
"NRW.BANK 0,75% 18/28",NWB0AF,"93,87",20.01.25 10:01,0,"0,01","0,75%",Euro,"2,46%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,23",17.01.25 17:00,0,"0,00","0,63%",Euro,"2,68%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,16",20.01.25 09:46,0,"0,00",-,Euro,"2,70%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,33",20.01.25 09:00,0,"0,07",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,61",20.01.25 09:46,0,"-0,01",-,Euro,-
