Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,5% 23/26",A3514T,"101,75",02.01.25 13:49,101.746,"0,01","4,50%",Euro,-
"UBS AG 0,45% 20/25",A28XCV,"99,00",02.01.25 10:28,99.000,"0,44","0,45%",Euro,-
E.ON SE 1% 20/25,A289E0,"98,84",02.01.25 15:00,49.445,"0,10","1,00%",Euro,-
"RWE AG 2,125% 22/26",A30VJE,"99,17",02.01.25 15:05,14.888,"0,11","2,13%",Euro,-
"European Investment Bank (EIB) 1,625% 19/29",A2R83C,"88,15",02.01.25 14:40,12.009,"0,31","1,63%",US-Dollar,"4,45%"
"E.ON SE 1,625% 22/31",A3MQY9,"91,58",02.01.25 15:00,10.141,"0,24","1,63%",Euro,-
"Polen, Republik 1,125% 18/26",A19VY7,"97,69",02.01.25 15:00,9.770,"0,06","1,13%",Euro,"2,26%"
E.ON SE 4% 23/33,A351VH,"104,31",02.01.25 15:05,2.099,"0,19","4,00%",Euro,-
"Volkswagen Leasing GmbH 4,625% 23/29",A3514U,"103,91",02.01.25 11:58,2.078,"0,20","4,63%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,51",30.12.24 09:08,0,"0,00","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"99,92",02.01.25 15:00,0,"0,10","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,16",30.12.24 09:08,0,"0,00","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,35",02.01.25 15:00,0,"0,14","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,72",02.01.25 15:00,0,"0,04","2,60%",Canadische Dollar,"2,91%"
"BASF SE 0,25% 20/27",A289DC,"94,63",02.01.25 15:00,0,"0,14","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,78",02.01.25 15:05,0,"0,55","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"69,22",02.01.25 15:05,0,"0,55","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"91,84",02.01.25 08:16,0,"0,24","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,42",02.01.25 10:47,0,"0,05","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,19",02.01.25 14:47,0,"0,11","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,32",30.12.24 09:08,0,"0,00","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,36",30.12.24 09:08,0,"0,00","0,88%",Euro,"-0,78%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,36",02.01.25 15:00,0,"0,06","0,38%",Euro,"1,82%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,65",30.12.24 09:08,0,"0,00","0,50%",Euro,"1,91%"
"NRW.BANK 0,75% 18/28",NWB0AF,"94,31",02.01.25 15:00,0,"0,18","0,75%",Euro,"2,35%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,75",02.01.25 13:00,0,"0,25","0,63%",Euro,"2,38%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,15",30.12.24 09:08,0,"0,00",-,Euro,"2,35%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,85",02.01.25 14:47,0,"0,67",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,49",30.12.24 09:08,0,"0,00",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,13",30.12.24 09:08,0,"0,00",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"83,37",02.01.25 08:10,0,"0,23","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,47",30.12.24 09:08,0,"0,00","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"102,26",02.01.25 15:00,0,"0,36","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"84,29",30.12.24 09:08,0,"0,00","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,42",30.12.24 09:08,0,"0,00","1,75%",US-Dollar,"4,20%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"95,38",30.12.24 09:08,0,"0,00","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,64",02.01.25 08:10,0,"0,01","3,13%",US-Dollar,"4,11%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"99,38",30.12.24 09:08,0,"0,00","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"99,92",02.01.25 13:00,0,"-0,02","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"97,62",02.01.25 15:00,0,"0,14","5,25%",Mexikanische Pesos,"10,30%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"98,82",30.12.24 09:08,0,"0,00","1,75%",Euro,"0,57%"
"European Investment Bank (EIB) 0,875% 18/25",A19U9P,"99,31",30.12.24 09:08,0,"0,00","0,88%",Schwedische Kronen,-
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,10",30.12.24 09:08,0,"0,00","2,88%",US-Dollar,"2,99%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,43",30.12.24 09:08,0,"0,00","1,25%",Euro,"2,30%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"97,19",02.01.25 15:00,0,"0,07","0,50%",Euro,"2,11%"
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"88,77",02.01.25 13:00,0,"0,45","1,88%",Euro,"3,20%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"95,35",02.01.25 13:00,0,"0,19","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"91,95",02.01.25 13:00,0,"0,24","1,00%",Euro,-
"Asian Development Bank (ADB) 0,625% 19/26",A2R9DH,"92,96",30.12.24 09:08,0,"0,00","0,63%",Britische Pfund,-
"Asian Development Bank (ADB) 0,000% 19/29",A2R9GZ,"88,29",30.12.24 09:08,0,"0,00",-,Euro,"2,34%"
"Eurogrid GmbH 1,113% 20/32",A289DG,"86,02",02.01.25 15:00,0,"0,55","1,11%",Euro,-
"Ungarn, Republik 1,75% 20/35",A28X86,"79,16",02.01.25 15:00,0,"0,01","1,75%",Euro,-
International Bank for Reconstruction and Development 4% 20/25,A28YNN,"39,58",26.08.22 22:57,0,"0,00","4,00%","Rubel (Russische Föderation, Conv.-Rate 1000:1)",-
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M,"73,87",02.01.25 14:35,0,"0,48","0,01%",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 20/27",A2LQQZ,"93,92",02.01.25 15:00,0,"0,13",-,Euro,-
"Instituto de Credito Oficial 0,000% 20/26",A28395,"96,74",30.12.24 09:08,0,"0,00",-,Euro,-
"Stora Enso Oyj 0,625% 20/30",A285YE,"84,43",30.12.24 09:08,0,"0,00","0,63%",Euro,-
"International Bank for Reconstruction and Development 5,75% 21/28",A287QG,"80,85",02.01.25 15:00,0,"-0,12","5,75%",Real (Brasilien),-
"International Bank for Reconstruction and Development 4,5% 21/26",A287WM,"96,80",02.01.25 15:00,0,"0,04","4,50%",Südafrikanische Rand,-
"Orsted A/S 2,5%",A3KLYP,"73,55",02.01.25 15:00,0,"0,08","2,50%",Britische Pfund,-
"International Bank for Reconstruction and Development 12,25% 21/26",A28Z3H,"70,00",02.01.25 15:00,0,"1,45","12,25%",Türkische Lira,-
"AXA S.A. 1,375% 21/41",A3KN91,"85,89",30.12.24 09:08,0,"0,00","1,38%",Euro,-
