Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"104,23",09.01.25 08:55,41.692,"-0,64","4,75%",Euro,-
"Mercedes-Benz International Finance B.V. 3,5% 23/26",A3LH6T,"100,66",09.01.25 08:55,40.264,"-0,34","3,50%",Euro,-
"European Investment Bank (EIB) 0,05% 22/29",A3K1QT,"89,00",09.01.25 09:19,22.250,"0,00","0,05%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"101,96",09.01.25 08:52,20.392,"-0,16","3,70%",Euro,-
"RWE AG 3,625% 23/29",A30V83,"101,90",09.01.25 09:15,15.360,"-0,05","3,63%",Euro,-
"European Investment Bank (EIB) 9,25% 23/33",A3LDYP,"98,46",09.01.25 10:05,4.822,"-2,80","9,25%",Mexikanische Pesos,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,80",09.01.25 09:37,0,"0,02","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,98",09.01.25 10:05,0,"0,16","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,53",09.01.25 09:37,0,"-0,03","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,27",09.01.25 10:00,0,"-0,02","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,71",09.01.25 10:05,0,"0,50","2,60%",Canadische Dollar,"2,96%"
"BASF SE 0,25% 20/27",A289DC,"94,21",09.01.25 10:00,0,"-0,03","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"83,85",09.01.25 10:05,0,"0,27","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"67,75",09.01.25 10:05,0,"0,47","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"90,96",09.01.25 08:14,0,"-0,27","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,51",09.01.25 08:47,0,"0,55","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"99,96",09.01.25 08:47,0,"0,50","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,56",09.01.25 09:37,0,"-0,07","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,57",09.01.25 09:37,0,"0,01","0,88%",Euro,"2,65%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,12",09.01.25 08:15,0,"-0,01","0,38%",Euro,"1,99%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,66",09.01.25 09:37,0,"-0,04","0,50%",Euro,"2,19%"
"NRW.BANK 0,75% 18/28",NWB0AF,"93,77",09.01.25 10:00,0,"-0,07","0,75%",Euro,"2,63%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,19",08.01.25 17:00,0,"0,00","0,63%",Euro,"1,76%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,12",09.01.25 09:37,0,"-0,11",-,Euro,"2,67%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,08",09.01.25 08:47,0,"-0,07",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,37",09.01.25 09:42,0,"-0,18",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"82,94",09.01.25 09:37,0,"-0,18",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"82,59",09.01.25 08:01,0,"-0,19","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,13",09.01.25 09:37,0,"-0,23","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"101,30",09.01.25 10:00,0,"-0,07","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"84,15",09.01.25 09:37,0,"-0,17","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,80",09.01.25 09:37,0,"0,04","1,75%",US-Dollar,"4,60%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"96,07",09.01.25 09:37,0,"0,26","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,70",09.01.25 08:01,0,"0,01","3,13%",US-Dollar,"4,74%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"99,84",09.01.25 09:37,0,"-0,63","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"100,13",09.01.25 09:15,0,"0,12","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"97,42",09.01.25 10:00,0,"0,00","5,25%",Mexikanische Pesos,"10,48%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"99,10",09.01.25 09:37,0,"0,01","1,75%",Euro,"1,24%"
"European Investment Bank (EIB) 0,875% 18/25",A19U9P,"99,62",09.01.25 09:37,0,"0,02","0,88%",Schwedische Kronen,-
"Polen, Republik 1,125% 18/26",A19VY7,"97,63",09.01.25 10:00,0,"0,00","1,13%",Euro,"2,35%"
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,39",09.01.25 09:37,0,"0,01","2,88%",US-Dollar,"4,38%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,54",09.01.25 09:37,0,"-0,03","1,25%",Euro,"2,66%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"96,96",09.01.25 10:00,0,"-0,01","0,50%",Euro,"2,24%"
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"87,64",08.01.25 17:00,0,"0,00","1,88%",Euro,"3,53%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"94,94",09.01.25 09:15,0,"-0,04","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"91,37",08.01.25 17:00,0,"0,00","1,00%",Euro,-
