Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"Kreditanstalt für Wiederaufbau 0,000% 21/29",A289JL,"90,30",27.12.24 08:44,37.152,"-0,02",-,Euro,-
"Ungarn, Republik 1,75% 20/35",A28X86,"79,58",27.12.24 11:20,32.624,"0,19","1,75%",Euro,-
"E.ON SE 0,6% 21/32",A3H3J4,"83,15",27.12.24 16:17,16.630,"-0,14","0,60%",Euro,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"105,01",27.12.24 11:30,14.701,"-0,67","4,75%",Euro,-
"Europäische Union 2,75% 22/33",A3K4DW,"99,90",27.12.24 17:20,11.008,"-0,34","2,75%",Euro,-
"E.ON SE 3,875% 23/35",A30V8B,"102,16",27.12.24 09:29,9.194,"-0,47","3,88%",Euro,-
"Asian Development Bank (ADB) 3,125% 18/28",A2RR9D,"95,66",27.12.24 13:30,9.167,"-0,01","3,13%",US-Dollar,"4,45%"
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M,"73,56",27.12.24 17:25,7.390,"-0,46","0,01%",Euro,-
"RWE AG 4,125% 23/35",A30V84,"103,80",27.12.24 10:29,5.227,"-0,57","4,13%",Euro,-
"Volkswagen Leasing GmbH 4,625% 23/29",A3514U,"103,99",27.12.24 10:13,5.203,"-0,10","4,63%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"102,85",27.12.24 17:00,4.118,"-0,33","3,70%",Euro,-
"RWE AG 2,125% 22/26",A30VJE,"99,20",27.12.24 17:20,1.985,"0,14","2,13%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,75",27.12.24 09:25,0,"0,03","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"99,82",27.12.24 17:20,0,"0,33","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,41",27.12.24 09:25,0,"0,09","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,18",27.12.24 10:29,0,"0,05","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,68",27.12.24 17:20,0,"0,53","2,60%",Canadische Dollar,"3,02%"
"BASF SE 0,25% 20/27",A289DC,"94,49",27.12.24 10:29,0,"-0,10","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,11",27.12.24 17:20,0,"0,65","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"68,78",27.12.24 17:20,0,"0,84","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"92,06",27.12.24 08:00,0,"-0,20","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"98,87",27.12.24 17:22,0,"0,02","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"99,61",27.12.24 17:22,0,"-0,03","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,75",27.12.24 09:25,0,"-0,13","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,60",27.12.24 09:25,0,"0,13","0,88%",Euro,"-0,46%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,26",27.12.24 10:29,0,"-0,03","0,38%",Euro,"2,43%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,94",27.12.24 09:25,0,"0,12","0,50%",Euro,"2,06%"
"NRW.BANK 0,75% 18/28",NWB0AF,"94,11",27.12.24 10:29,0,"-0,16","0,75%",Euro,"2,42%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,51",27.12.24 17:00,0,"-0,12","0,63%",Euro,"2,46%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,49",27.12.24 09:25,0,"0,11",-,Euro,"2,59%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,53",27.12.24 17:22,0,"0,11",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"85,01",27.12.24 09:25,0,"0,20",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,61",27.12.24 09:25,0,"-0,19",-,Euro,-
