Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"UBS AG 0,45% 20/25",A28XCV,"99,00",02.01.25 10:28,99.000,"0,44","0,45%",Euro,-
"RWE AG 2,125% 22/26",A30VJE,"99,17",02.01.25 11:45,14.888,"0,12","2,13%",Euro,-
"European Investment Bank (EIB) 1,625% 19/29",A2R83C,"89,12",02.01.25 10:56,12.009,"1,41","1,63%",US-Dollar,"4,45%"
"Polen, Republik 1,125% 18/26",A19VY7,"97,70",02.01.25 11:38,9.770,"0,07","1,13%",Euro,"2,26%"
E.ON SE 4% 23/33,A351VH,"104,49",02.01.25 11:45,2.099,"0,36","4,00%",Euro,-
"Volkswagen Leasing GmbH 4,625% 23/29",A3514U,"103,91",02.01.25 11:58,2.078,"0,20","4,63%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,54",02.01.25 09:01,0,"0,03","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"100,13",02.01.25 11:50,0,"0,31","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,16",30.12.24 09:08,0,"0,00","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,32",02.01.25 11:24,0,"0,11","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,71",02.01.25 11:50,0,"0,03","2,60%",Canadische Dollar,"2,91%"
"BASF SE 0,25% 20/27",A289DC,"94,62",02.01.25 11:24,0,"0,13","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,88",02.01.25 11:45,0,"0,67","0,50%",Euro,-
"Deutsche Wohnen SE 1,3% 21/41",A3H25Q,"69,41",02.01.25 11:45,0,"0,83","1,30%",Euro,-
"Vonovia SE 2,375% 22/32",A3MQS7,"91,84",02.01.25 08:16,0,"0,24","2,38%",Euro,-
"Commerzbank AG 0,75% 20/26",CB0HRQ,"99,42",02.01.25 10:47,0,"0,05","0,75%",Euro,-
Commerzbank AG 3% 22/27,CZ45W5,"100,15",02.01.25 10:47,0,"0,07","3,00%",Euro,-
"Landesbank Baden-Württemberg 0,25% 21/28",LB2V7C,"90,44",02.01.25 09:01,0,"0,13","0,25%",Euro,-
"NRW.BANK 0,875% 15/25",NWB0AC,"98,39",02.01.25 09:01,0,"0,03","0,88%",Euro,"-0,78%"
"NRW.BANK 0,375% 16/26",NWB0AD,"96,37",02.01.25 11:24,0,"0,07","0,38%",Euro,"1,89%"
"NRW.BANK 0,5% 17/27",NWB0AE,"94,76",02.01.25 09:01,0,"0,12","0,50%",Euro,"2,59%"
"NRW.BANK 0,75% 18/28",NWB0AF,"94,32",02.01.25 11:24,0,"0,19","0,75%",Euro,"2,35%"
"NRW.BANK 0,625% 19/29",NWB0AG,"92,71",02.01.25 09:30,0,"0,21","0,63%",Euro,"1,62%"
"NRW.BANK 0,000% 19/29",NWB0AH,"88,36",02.01.25 09:01,0,"0,24",-,Euro,"2,40%"
"NRW.BANK 0,000% 20/30",NWB0AJ,"87,76",02.01.25 10:47,0,"0,57",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AL,"84,76",02.01.25 09:01,0,"0,32",-,Euro,-
"NRW.BANK 0,000% 21/31",NWB0AN,"83,37",02.01.25 09:01,0,"0,29",-,Euro,-
"NRW.BANK 0,25% 22/32",NWB0AQ,"83,37",02.01.25 08:10,0,"0,23","0,25%",Euro,-
"NRW.BANK 1,625% 22/32",NWB0AR,"91,74",02.01.25 09:01,0,"0,30","1,63%",Euro,-
NRW.BANK 3% 23/30,NWB0AU,"102,25",02.01.25 11:24,0,"0,35","3,00%",Euro,-
"Air Liquide Finance S.A. 0,375% 21/31",A3KRNQ,"84,54",02.01.25 09:01,0,"0,30","0,38%",Euro,-
"Scatec ASA 11,29% 23/27",A3LEFQ,"107,00",25.04.24 16:20,0,"0,00","11,29%",Norwegische Kronen,-
"Asian Development Bank (ADB) 1,75% 16/26",A18429,"95,55",02.01.25 09:01,0,"0,14","1,75%",US-Dollar,"4,20%"
"Banco BTG Pactual S.A. 2,75% 21/26",A287JN,"95,38",30.12.24 09:08,0,"0,00","2,75%",US-Dollar,-
"International Bank for Reconstruction and Development 3,125% 18/25",A2RUJE,"98,64",02.01.25 08:10,0,"0,01","3,13%",US-Dollar,"4,11%"
Klabin Austria GmbH 7% 19/49,A2R0AJ,"99,70",02.01.25 09:01,0,"0,32","7,00%",US-Dollar,-
"Suzano Austria GmbH 5,75% 16/26",A1833U,"99,91",02.01.25 09:30,0,"-0,03","5,75%",US-Dollar,-
"International Bank for Reconstruction and Development 5,25% 15/25",A18268,"97,05",02.01.25 11:24,0,"-0,44","5,25%",Mexikanische Pesos,"9,23%"
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7,"98,87",02.01.25 09:01,0,"0,05","1,75%",Euro,"0,57%"
"European Investment Bank (EIB) 0,875% 18/25",A19U9P,"99,33",02.01.25 09:01,0,"0,02","0,88%",Schwedische Kronen,-
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ,"99,11",02.01.25 09:01,0,"0,01","2,88%",US-Dollar,"2,96%"
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8,"97,50",02.01.25 09:01,0,"0,07","1,25%",Euro,"2,32%"
"Kreditanstalt für Wiederaufbau 0,5% 18/26",A2LQLU,"97,18",02.01.25 11:24,0,"0,06","0,50%",Euro,"2,13%"
"EnBW International Finance B.V. 1,875% 18/33",A2RTNC,"88,67",02.01.25 09:30,0,"0,34","1,88%",Euro,"3,22%"
"Hera S.p.A. 0,875% 19/27",A2R4JM,"95,27",02.01.25 09:30,0,"0,11","0,88%",Euro,-
A2A S.p.A. 1% 19/29,A2R43M,"91,89",02.01.25 09:30,0,"0,17","1,00%",Euro,-
"Asian Development Bank (ADB) 0,625% 19/26",A2R9DH,"93,07",02.01.25 09:01,0,"0,11","0,63%",Britische Pfund,-
"Asian Development Bank (ADB) 0,000% 19/29",A2R9GZ,"88,53",02.01.25 09:01,0,"0,27",-,Euro,"2,36%"
"Eurogrid GmbH 1,113% 20/32",A289DG,"85,86",02.01.25 11:24,0,"0,36","1,11%",Euro,-
"Ungarn, Republik 1,75% 20/35",A28X86,"79,16",02.01.25 11:24,0,"0,01","1,75%",Euro,-
International Bank for Reconstruction and Development 4% 20/25,A28YNN,"39,58",26.08.22 22:57,0,"0,00","4,00%","Rubel (Russische Föderation, Conv.-Rate 1000:1)",-
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M,"73,72",02.01.25 10:45,0,"0,27","0,01%",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 20/27",A2LQQZ,"93,93",02.01.25 11:24,0,"0,14",-,Euro,-
"Instituto de Credito Oficial 0,000% 20/26",A28395,"96,80",02.01.25 09:01,0,"0,06",-,Euro,-
"Stora Enso Oyj 0,625% 20/30",A285YE,"84,43",30.12.24 09:08,0,"0,00","0,63%",Euro,-
"International Bank for Reconstruction and Development 5,75% 21/28",A287QG,"80,76",02.01.25 11:24,0,"-0,23","5,75%",Real (Brasilien),-
"International Bank for Reconstruction and Development 4,5% 21/26",A287WM,"96,80",02.01.25 11:50,0,"0,04","4,50%",Südafrikanische Rand,-
"ACEA S.p.A. 0,000% 21/25",A288DW,"97,73",02.01.25 09:30,0,"0,04",-,Euro,-
"Orsted A/S 2,5%",A3KLYP,"73,54",02.01.25 11:24,0,"0,07","2,50%",Britische Pfund,-
"International Bank for Reconstruction and Development 12,25% 21/26",A28Z3H,"70,00",02.01.25 11:24,0,"1,45","12,25%",Türkische Lira,-
"AXA S.A. 1,375% 21/41",A3KN91,"86,13",02.01.25 09:01,0,"0,28","1,38%",Euro,-
"ProLogis International Funding II S.A. 0,75% 21/33",A3KNAN,"79,85",30.12.24 09:08,0,"0,00","0,75%",Euro,-
"European Investment Bank (EIB) 0,25% 21/26",A3KNVW,"97,45",02.01.25 11:50,0,"0,08","0,25%",Schwedische Kronen,-
"E.ON SE 0,6% 21/32",A3H3J4,"82,82",02.01.25 08:16,0,"-0,72","0,60%",Euro,-
ZF Finance GmbH 2% 21/27,A3E5KP,"93,64",02.01.25 09:01,0,"-0,05","2,00%",Euro,-
"Landesbank Hessen-Thüringen Girozentrale 0,375% 21/29",HLB2P8,"88,47",02.01.25 11:24,0,"0,33","0,38%",Euro,-
"EEW Energy from Waste GmbH 0,361% 21/26",A3E5QZ,"95,53",02.01.25 09:01,0,"0,23","0,36%",Euro,-
"EUROFIMA Europäische Gesellschaft für die Finanzierung von Eisen 0,01% 21/28",A3KSV0,"91,80",02.01.25 10:53,0,"0,16","0,01%",Euro,-
"Terna Rete Elettrica Nazionale S.p.A. 0,375% 21/29",A3KSW1,"87,86",30.12.24 09:08,0,"0,00","0,38%",Euro,-
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",A3KX3L,"94,07",02.01.25 09:01,0,"0,17","1,63%",US-Dollar,-
"Power Finance Corp. Ltd. 1,841% 21/28",A3KWCY,"91,95",02.01.25 09:01,0,"0,14","1,84%",Euro,-
"Branicks Group AG 2,25% 21/26",A3MP5C,"60,05",02.01.25 08:45,0,"-0,12","2,25%",Euro,-
"ZF Finance GmbH 2,25% 21/28",A3MP6J,"90,84",02.01.25 09:01,0,"-0,35","2,25%",Euro,-
"E.ON SE 0,875% 22/34",A3MP81,"80,55",02.01.25 08:16,0,"0,37","0,88%",Euro,-
De Volksbank N.V. 7%,A3K6H8,"104,12",02.01.25 10:53,0,"-0,12","7,00%",Euro,-
"Iberdrola Finanzas S.A. 1,375% 22/32",A3K3DA,"88,87",02.01.25 10:53,0,"0,30","1,38%",Euro,-
"BASF SE 1,5% 22/31",A3MQYV,"91,20",02.01.25 09:30,0,"0,24","1,50%",Euro,-
"E.ON SE 1,625% 22/31",A3MQY9,"91,59",02.01.25 11:24,0,"0,26","1,63%",Euro,-
"Koninklijke Philips N.V. 2,125% 22/29",A3K46A,"96,18",02.01.25 09:30,0,"0,15","2,13%",Euro,-
"KommuneKredit 1,5% 22/29",A3K57H,"95,87",02.01.25 09:01,0,"0,21","1,50%",Euro,-
