Name,WKN,Last Price,Date/Time Last Price,Volume in Euro,+/- %,Coupon,Currency,YTM
"RWE AG 2,75% 22/30",A30VJF,"98,11",16.01.25 11:14,117.670,"1,04","2,75%",Euro,-
"Mercedes-Benz International Finance B.V. 3,7% 23/31",A3LH6U,"102,20",16.01.25 13:03,109.701,"0,12","3,70%",Euro,-
"Volkswagen Leasing GmbH 4,5% 23/26",A3514T,"101,56",16.01.25 13:31,45.702,"0,22","4,50%",Euro,-
"Kreditanstalt für Wiederaufbau 1,75% 19/29",A2YNRB,"89,00",16.01.25 09:22,34.563,"1,41","1,75%",US-Dollar,"4,44%"
E.ON SE 1% 20/25,A289E0,"98,82",16.01.25 14:00,27.674,"0,02","1,00%",Euro,-
"E.ON SE 1,625% 22/31",A3MQY9,"90,63",16.01.25 14:00,27.314,"-0,45","1,63%",Euro,-
"E.ON SE 0,35% 19/30",A2YNX0,"87,40",16.01.25 13:55,21.845,"0,25","0,35%",Euro,-
"Volkswagen Leasing GmbH 4,75% 23/31",A3514V,"105,29",16.01.25 10:03,18.926,"0,10","4,75%",Euro,-
"European Investment Bank (EIB) 0,5% 16/37",A1866N,"72,37",16.01.25 14:00,14.598,"-0,07","0,50%",Euro,"3,08%"
"Mercedes-Benz International Finance B.V. 3,5% 23/26",A3LH6T,"100,64",16.01.25 13:13,8.051,"0,07","3,50%",Euro,-
"E.ON SE 3,75% 23/29",A351VG,"103,34",16.01.25 10:54,3.100,"0,83","3,75%",Euro,-
"International Bank for Reconstruction and Development 2,9% 18/25",A2RURL,"97,79",16.01.25 09:26,0,"0,02","2,90%",Australische Dollar,-
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB,"98,63",16.01.25 13:55,0,"-0,23","4,75%",Australische Dollar,-
"VGP N.V. 1,625% 22/27",A3K01K,"96,43",16.01.25 09:26,0,"0,09","1,63%",Euro,-
"International Finance Corp. 4,5% 23/26",A3LMAB,"102,05",16.01.25 14:00,0,"0,01","4,50%",Canadische Dollar,-
"Quebec, Provinz 2,6% 18/25",A1927F,"99,69",16.01.25 13:55,0,"0,52","2,60%",Canadische Dollar,"3,00%"
"BASF SE 0,25% 20/27",A289DC,"94,13",16.01.25 14:00,0,"0,01","0,25%",Euro,-
"Deutsche Wohnen SE 0,5% 21/31",A3H25P,"84,16",16.01.25 13:55,0,"0,69","0,50%",Euro,-
