Name,WKN
"International Bank for Reconstruction and Development 4,5% 21/26",A287WM
"Volkswagen International Finance N.V. 1,5% 21/41",A287X4
"Ontario, Provinz 0,625% 21/26",A287XN
"Groupe Bruxelles Lambert S.A. [GBL] 0,125% 21/31",A287Y8
"Royal Bank of Canada 0,875% 21/26",A287YG
"Italien, Republik 0,25% 21/28",A287ZA
"The Goldman Sachs Group Inc. 0,25% 21/28",A288D5
"ACEA S.p.A. 0,000% 21/25",A288DW
"ACEA S.p.A. 0,25% 21/30",A288DX
"European Investment Bank (EIB) 1,3% 21/31",A288GJ
"The Bank of New York Mellon Corp. 0,75% 21/26",A288GK
"The Bank of New York Mellon Corp. 1,65% 21/31",A288GL
"United States of America 0,375% 21/26",A288GQ
"La Banque Postale 0,75% 21/32",A288HP
"SociÃ©tÃ© GÃ©nÃ©rale SFH S.A. 0,01% 21/31",A288JV
"Niedersachsen, Land 0,01% 20/28",A289C4
"DE-VAU-GE Gesundkostwerk Deutschland GmbH 6,5% 20/25",A289C5
"Landeskreditbank Baden-WÃ¼rttemberg - FÃ¶rderbank 0,01% 21/31",A289CL
"HelloFresh SE 0,75% 20/25",A289DA
"BASF SE 0,25% 20/27",A289DC
"Eurogrid GmbH 1,113% 20/32",A289DG
E.ON SE 1% 20/25,A289E0
"MÃ¼nchener RÃ¼ckversicherungs-Gesellschaft AG in MÃ¼nchen 1,25% 20/41",A289EQ
Kreditanstalt fÃ¼r Wiederaufbau 1% 20/50,A289F0
"Kreditanstalt fÃ¼r Wiederaufbau 1,027% 20/50",A289F1
"Kreditanstalt fÃ¼r Wiederaufbau 0,000% 20/27",A289F2
"Kreditanstalt fÃ¼r Wiederaufbau 5,8% 21/28",A289HJ
"Kreditanstalt fÃ¼r Wiederaufbau 4,4% 21/25",A289HP
"Kreditanstalt fÃ¼r Wiederaufbau 1,125% 21/25",A289JC
"Kreditanstalt fÃ¼r Wiederaufbau 0,25% 21/26",A289JG
"Kreditanstalt fÃ¼r Wiederaufbau 0,625% 21/25",A289JH
"Kreditanstalt fÃ¼r Wiederaufbau 0,000% 21/29",A289JL
"Aareal Bank AG 9,875%",A289M2
Fresenius Medical Care AG 1% 20/26,A289N2
"Eyemaxx Real Estate AG 5,5% 20/25",A289PZ
"Fresenius SE & Co. KGaA 1,125% 20/33",A289Q5
"Hamburger Hochbahn AG 0,125% 21/31",A289Q6
"EnBW Energie Baden-WÃ¼rttemberg AG 1,875% 20/80",A289QA
MTU Aero Engines AG 3% 20/25,A289QB
"Kreditanstalt fÃ¼r Wiederaufbau 0,75% 20/30",A289QP
"Mercedes-Benz Group AG 0,75% 20/30",A289QR
"reconcept GmbH 6,75% 20/25",A289R8
"Eugen Schmitt GmbH 6,5% 20/25",A289W8
"Pentracor GmbH 8,5% 20/25",A289XB
"Deutsche Post AG 0,375% 20/26",A289XD
"Deutsche Post AG 0,75% 20/29",A289XE
"Mercedes-Benz Group AG 2,375% 20/30",A289XG
Mercedes-Benz International Finance B.V. 2% 20/26,A289XJ
"E.ON SE 0,75% 20/28",A289XL
"E.ON SE 0,875% 20/31",A289XM
"PANDION AG 5,5% 21/26",A289YC
"ABN AMRO Bank N.V. 0,375% 20/35",A28R10
"RCI Banque S.A. 1,125% 20/27",A28R15
"Ungarn, Republik 6,35% 20/27",A28R2C
"European Investment Bank (EIB) 1,625% 20/25",A28R3K
"Standard Chartered PLC 0,85% 20/28",A28R46
"American Tower Corp. 2,4% 20/25",A28R4B
Cellnex Telecom S.A. 1% 20/27,A28R4N
"Irland, Republik 0,4% 20/35",A28R4U
"Red ElÃ©ctrica Financiaciones S.A.U. 0,375% 20/28",A28R5E
International Bank for Reconstruction and Development 6% 20/25,A28R64
"United States of America 1,75% 19/26",A28RTF
"BMW Finance N.V. 0,375% 20/27",A28RTP
"Yuzhou Group Holdings Co. Ltd. 7,375% 20/26",A28RXC
"Duke Energy Carolinas LLC 2,45% 20/30",A28RYL
"The Kroger Co. 3,95% 20/50",A28RYV
"Griechenland, Republik 1,875% 20/35",A28S0H
"Telefonica Emisiones S.A.U. 0,664% 20/30",A28S3J
"Frankreich, Republik 0,75% 19/52",A28S3Y
"Ã–sterreich, Republik 0,000% 20/30",A28S4E
"Helvetia Schweizerische Versicherungsgesellschaft AG 1,5%",A28S55
"Helvetia Schweizerische Versicherungsgesellschaft AG 1,45% 20/40",A28S6A
"Libanon, Republik 11,5% 19/29",A28S7E
"OP-Asuntoluottopankki Oyj 0,05% 20/28",A28SAX
"African Development Bank 0,000% 20/50",A28SB4
"Swissgrid AG 0,2% 20/32",A28SCG
"Spanien, KÃ¶nigreich 0,5% 20/30",A28SDS
"Canada, Government of... 1,625% 20/25",A28SDU
"Raiffeisen Bank International AG 0,25% 20/25",A28SDV
"Prosus N.V. 3,68% 20/30",A28SDX
"European Investment Bank (EIB) 1,9% 20/25",A28SEB
"European Investment Bank (EIB) 7,25% 20/30",A28SFM
"Belgien, KÃ¶nigreich 0,1% 20/30",A28SFQ
"The Goldman Sachs Group Inc. 0,875% 20/30",A28SG2
"Italien, Republik 2,45% 19/50",A28SHC
Banca Monte dei Paschi di Siena S.p.A. 8% 20/30,A28SHQ
"Pfandbriefzentrale der schweizerischen Kantonalbanken 0,125% 20/32",A28SJ5
"Power Finance Corp. Ltd. 3,95% 20/30",A28SJD
Lumen Technologies Inc. 4% 20/27,A28SJN
"RumÃ¤nien, Republik 3,375% 20/50",A28SST
"United States of America 1,5% 20/27",A28STL
"RumÃ¤nien, Republik 2% 20/32",A28SVH
"RumÃ¤nien, Republik 2% 20/32",A28SVJ
"RumÃ¤nien, Republik 3,375% 20/50",A28SVK
"Mowi ASA 4,656% 20/25",A28SW1
"CBOM Finance PLC 4,7% 20/25",A28SWL
"Australia, Commonwealth of... 1,25% 19/32",A28SYX
"ZÃ¼rich Versicherungs-Gesellschaft AG 0,1% 20/32",A28T6Y
"BPCE S.A. 1,375% 20/26",A28T73
"Freeport-McMoRan Inc. 4,25% 20/30",A28T7V
"Comcast Corp. 1,875% 20/36",A28TE2
"Oesterreichische Kontrollbank AG 1,5% 20/25",A28TE7
"Telia Company AB 1,375% 20/81",A28TEC
"Japan Finance Organization for Municipalities 0,05% 20/27",A28TED
"Finnland, Republik 0,125% 20/36",A28TEE
United States of America 2% 20/50,A28TLH
"United States of America 1,5% 20/30",A28TLK
"European Bank for Reconstruction and Development 1,5% 20/25",A28TLR
"Quebec, Provinz 1,85% 20/27",A28TLW
"Avalonbay Communities Inc. 2,3% 20/30",A28TM7
"Alpha Services and Holdings S.A. 4,25% 20/30",A28TQE
"Italien, Republik 1,45% 20/36",A28TT4
"Sinosing Services Pte. Ltd. 2,25% 20/25",A28TUV
"ING Belgium S.A./N.V. 0,01% 20/30",A28TV1
"SociÃ©tÃ© GÃ©nÃ©rale S.A. 0,25% 20/27",A28TVE
"Ontario, Provinz 1,85% 20/27",A28TWT
"Norwegen, KÃ¶nigreich 1,375% 20/30",A28TXS
"RumÃ¤nien, Republik 4,15% 20/28",A28TYG
International Bank for Reconstruction and Development 1% 20/29,A28TZH
"Duke Energy Indiana LLC 2,75% 20/50",A28U09
"Tschechien, Republik 1,2% 20/31",A28U1D
"Euronet Worldwide Inc. 0,75% 19/49",A28U8Y
"Italien, Republik 0,95% 20/30",A28UHH
"United States of America 1,125% 20/27",A28UHM
"Queensland Treasury Corp. 1,75% 20/34",A28UKN
"McDonald's Corp. 1,45% 20/25",A28URM
"McDonald's Corp. 2,125% 20/30",A28URN
"Ontario, Provinz 1,75% 20/25",A28UT1
"Mercedes-Benz Finance North America LLC 2,125% 20/25",A28UV0
"Mercedes-Benz Finance North America LLC 2,625% 20/30",A28UV2
"Libanon, Republik 7% 17/28",A28UZ4
"EnBW International Finance B.V. 0,625% 20/25",A28V1E
"Phillips 66 3,85% 20/25",A28V1K
"Irland, Republik 0,2% 20/27",A28V33
"Zypern, Republik 2,25% 20/50",A28V5H
"Banco Santander (Mexico) S.A., Institucion de Banca Multiple, Grupo Financiero S 5,375% 20/25",A28V8Q
"Frankreich, Republik 0,000% 20/26",A28V96
"The Goldman Sachs Group Inc. 3,375% 20/25",A28VAL
"NIKE Inc. 2,75% 20/27",A28VAQ
"NIKE Inc. 2,85% 20/30",A28VAR
"McDonald's Corp. 3,5% 20/27",A28VAV
"Pfizer Inc. 2,625% 20/30",A28VAY
"Northrop Grumman Corp. 5,25% 20/50",A28VC5
Altice France Holding S.A. 4% 20/28,A28VCV
"United States of America 0,625% 20/27",A28VDM
"United States of America 0,5% 20/25",A28VFE
"NestlÃ© Finance International Ltd. 1,5% 20/30",A28VFH
"Raymond James Financial Inc. 4,65% 20/30",A28VHE
"BNG Bank N.V. 0,05% 20/25",A28VK5
"Iberdrola Finanzas S.A. 0,875% 20/25",A28VN1
"Oracle Corp. 2,95% 20/30",A28VP2
"Oracle Corp. 3,6% 20/50",A28VP4
"Oracle Corp. 3,85% 20/60",A28VP5
"San Diego Gas & Electric Co. 3,32% 20/50",A28VQV
"Israel, Staat 4,5% 20/20",A28VRJ
"Equinor ASA 3,125% 20/30",A28VS2
"Equinor ASA 3,625% 20/40",A28VS3
"Council of Europe Development Bank (CEB) 0,000% 20/27",A28VS5
"Portugal, Republik 0,7% 20/27",A28VSL
"OMV AG 2,375% 20/32",A28VTJ
"DÃ¤nemark, KÃ¶nigreich 0,25% 19/52",A28VUA
"Schweden, KÃ¶nigreich 0,125% 19/31",A28VUX
"Grenke Finance PLC 3,95% 20/25",A28VXK
"VMware Inc. 4,65% 20/27",A28VXS
"Amadeus IT Group S.A. 1,5% 20/25",A28VXT
"Wallonne, RÃ©gion 0,05% 20/25",A28VY8
"VMware Inc. 4,5% 20/25",A28VZ2
"PepsiCo Inc. 1,625% 20/30",A28W0E
"Apple Inc. 1,65% 20/30",A28W10
"Apple Inc. 2,65% 20/50",A28W11
"Signify N.V. 2,375% 20/27",A28W1B
"Boeing Co. 5,93% 20/60",A28W1M
"Treasury Corporation of Victoria 1,25% 19/27",A28W43
"NestlÃ© Finance International Ltd. 0,125% 20/27",A28W7C
"NestlÃ© Finance International Ltd. 0,375% 20/32",A28W7D
"Stellantis N.V. 2,75% 20/26",A28W7T
THALES S.A. 1% 20/28,A28W7U
"Eurofins Scientific S.E. 3,75% 20/26",A28W88
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,5% 20/61",A28W89
"Adecco Group AG 0,875% 20/25",A28W8Z
Telstra Corp. Ltd. 1% 20/30,A28WEQ
"SGS S.A. 0,95% 20/26",A28WF4
"Italien, Republik 1,85% 20/25",A28WK2
"Spanien, KÃ¶nigreich 1,25% 20/30",A28WLL
"Vereinigte Mexikanische Staaten 4,75% 20/32",A28WMS
"Ungarn, Republik 1,125% 20/26",A28WQ7
"The Kroger Co. 2,2% 20/30",A28WQV
"United States of America 0,375% 20/25",A28WT0
"Litauen, Republik 0,75% 20/30",A28WWL
"Pfandbriefbank schweizerischer Hypothekarinstitute AG 0,125% 20/28",A28WXE
"AT & T Inc. 3,5% 20/41",A28X01
"United States of America 0,25% 20/25",A28X1J
"United States of America 0,5% 20/27",A28X1K
"Niederlande, KÃ¶nigreich der 0,000% 20/27",A28X1Q
"Island, Republik 0,625% 20/26",A28X37
"Argentinien, Republik 0,125% 20/30",A28X6M
"Amazon.com Inc. 1,2% 20/27",A28X7H
"Amazon.com Inc. 1,5% 20/30",A28X7J
"Western Australian Treasury Corp. 1,75% 20/31",A28X84
"Ungarn, Republik 1,75% 20/35",A28X86
"Avalonbay Communities Inc. 2,45% 20/31",A28XBP
"WÃ¼rth Finance International B.V. 0,75% 20/27",A28XCT
"UBS AG 0,45% 20/25",A28XCV
"EUROFIMA EuropÃ¤ische Gesellschaft fÃ¼r die Finanzierung von Eisen 0,1% 20/30",A28XE6
"United States of America 1,25% 20/50",A28XEG
"United States of America 0,625% 20/30",A28XEH
"The Walt Disney Co. 1,75% 20/26",A28XFA
"The Walt Disney Co. 2,2% 20/28",A28XFB
"European Investment Bank (EIB) 0,875% 20/30",A28XGJ
"Paramount Global 4,2% 20/32",A28XGM
"Pfandbriefzentrale der schweizerischen Kantonalbanken 0,2% 20/42",A28XHZ
"Reckitt Benckiser Treasury Services PLC 1,75% 20/32",A28XL7
"Alberta, Provinz 1% 20/25",A28XLH
UnitedHealth Group Inc. 2% 20/30,A28XNT
"Equinor ASA 1,75% 20/26",A28XQ0
"Pfizer Inc. 0,8% 20/25",A28XQ4
"Pfizer Inc. 1,7% 20/30",A28XQ8
"Pfandbriefzentrale der schweizerischen Kantonalbanken 0,125% 20/32",A28XR1
"Richemont International Holding S.A. 0,75% 20/28",A28XTL
"Richemont International Holding S.A. 1,125% 20/32",A28XTM
"International Finance Corp. 0,000% 20/30",A28XUH
"United States of America 1,125% 20/40",A28XVG
"Asian Infrastructure Investment Bank (AIIB) 0,5% 20/25",A28XVK
Nederlandse Waterschapsbank N.V. 1% 20/30,A28XVR
"RumÃ¤nien, Republik 2,75% 20/26",A28XVT
"RumÃ¤nien, Republik 2,75% 20/26",A28XVU
"RumÃ¤nien, Republik 3,624% 20/30",A28XVV
"RumÃ¤nien, Republik 3,624% 20/30",A28XVW
"Union Nationale Interprofessionnelle pour l'Emploi dans l'Industrie et le Commer 0,1% 20/26",A28XXV
"Wienerberger AG 2,75% 20/25",A28XZ9
"European Investment Bank (EIB) 0,01% 20/35",A28Y4M
"T-Mobile USA Inc. 2,05% 20/28",A28Y4U
"United States of America 0,25% 20/25",A28Y7V
"Banco de Credito del Peru S.A. 3,125% 20/30",A28Y8D
"Ã–sterreich, Republik 0,85% 20/20",A28Y97
"Argentinien, Republik 3% 20/41",A28YAH
"Argentinien, Republik 3,75% 20/46",A28YAJ
"Argentinien, Republik 4,25% 20/38",A28YAK
"ProLogis International Funding II S.A. 1,625% 20/32",A28YBX
"Pfandbriefzentrale der schweizerischen Kantonalbanken 0,1% 20/30",A28YDH
"Pfandbriefzentrale der schweizerischen Kantonalbanken 0,25% 20/40",A28YDJ
"ZÃ¼rich, Kanton 0,1% 20/45",A28YDK
"SVB Financial Group 3,125% 20/30",A28YFD
"Virgin Media Vendor Financing Notes III DAC 4,875% 20/28",A28YFL
"American Airlines Group Inc. 3,75% 20/25",A28YFP
"ZÃ¼rich, Kanton 0,000% 20/28",A28YHU
"International Bank for Reconstruction and Development 0,75% 20/25",A28YK5
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,625% 20/50",A28YNJ
International Bank for Reconstruction and Development 4% 20/25,A28YNN
"Metropolitan Life Global Funding I 0,55% 20/27",A28YP0
"Phillips 66 2,15% 20/30",A28YPL
"Irland, Republik 0,2% 20/30",A28YQ5
"Finnland, Republik 0,25% 20/40",A28YTG
"Albanien, Republik 3,5% 20/27",A28YTN
"Amcor Flexibles North America Inc. 2,63% 20/30",A28YU5
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,125% 20/28",A28YV3
"Carlsberg Breweries A/S 0,375% 20/27",A28YYD
"Industrial Bank of Korea 1,04% 20/25",A28YZJ
"Raiffeisenlandesbank OberÃ¶sterreich AG 0,44% 20/25",A28Z0U
"Bristol-Myers Squibb Co. 4,25% 19/49",A28Z11
"Bristol-Myers Squibb Co. 4,125% 19/39",A28Z1V
"Bristol-Myers Squibb Co. 3,4% 19/29",A28Z1Z
"ELO S.A. 3,25% 20/27",A28Z2G
"International Bank for Reconstruction and Development 12,25% 21/26",A28Z3H
"Italien, Republik 0,95% 20/27",A28Z58
"Tschechien, Republik 0,000% 20/27",A28Z80
"Australia, Commonwealth of... 0,25% 20/25",A28Z96
Iren S.p.A. 1% 20/30,A28ZAE
"Stellantis N.V. 4,5% 20/28",A28ZJ0
"Portugal, Republik 0,9% 20/35",A28ZJ1
"Sparebanken Vest Boligkreditt AS 0,01% 20/27",A28ZK9
"Rumo Luxembourg SÃ rl 5,25% 20/28",A28ZLC
"Infrastrutture Wireless Italiane S.p.A. 1,875% 20/26",A28ZM3
"Raiffeisenlandesbank OberÃ¶sterreich AG 0,67% 20/27",A28ZNA
"Korea National Oil Corp. 0,262% 20/27",A28ZPU
"Merlin Properties SOCIMI S.A. 2,375% 20/27",A28ZT1
"Shanghai Port Group [BVI] Development 2 Co. Ltd. 1,5% 20/25",A28ZT3
"Aggregate Holdings S.A. 9,625% 20/25",A28ZT7
"AMCO - Asset Management Company S.p.A. 2,25% 20/27",A28ZV9
"RumÃ¤nien, Republik 3% 20/31",A28ZWK
"RumÃ¤nien, Republik 4% 20/51",A28ZWL
"Singulus Technologies AG 4,5% 16/26",A2AA5H
"Kreditanstalt fÃ¼r Wiederaufbau 0,25% 17/25",A2AAJN
"Mercedes-Benz International Finance B.V. 1,5% 16/26",A2AAL3
"Kreditanstalt fÃ¼r Wiederaufbau 3,2% 16/26",A2AAL5
Green City Energy Kraftwerkspark III GmbH & Co. KG 4% 16/26,A2AALN
"Berlin, Land 0,625% 17/27",A2AAPL
"Deutsche Post AG 1,25% 16/26",A2AASL
"PROKON Regenerative Energien eG 3,5% 16/30",A2AASM
Deutsche Bildung Studienfonds II GmbH & Co. KG 4% 16/26,A2AAVM
"Landwirtschaftliche Rentenbank 0,625% 17/27",A2AAZ6
"Emissionskonsortium der gemeinsamen LÃ¤nderschatzanweisungen bestehend aus den LÃ¤ 0,1% 16/26",A2BN5X
LANXESS AG 1% 16/26,A2BN7P
"BASF SE 0,875% 16/31",A2BPA5
"Heidelberg Materials AG 1,5% 16/25",A2BPCS
"Energiekontor Finanzanlagen V GmbH & Co. KG 4,3% 17/35",A2DADL
"Mercedes-Benz International Finance B.V. 0,85% 17/25",A2DADM
"Kreditanstalt fÃ¼r Wiederaufbau 0,625% 17/27",A2DAR6
"BASF SE 1,45% 17/32",A2DAS0
"Deutsche Pfandbriefbank AG 4,6% 17/27",A2DASM
"Deutsche Pfandbriefbank AG 3,375% 17/27",A2DAST
"E.ON SE 1,625% 17/29",A2E4BF
"Deutsche Apotheker- und Ã„rztebank eG 0,75% 17/27",A2E4ET
"Niedersachsen, Land 0,625% 17/27",A2E4GS
"Deutsche Bahn Finance GmbH 0,45% 17/30",A2E4HS
"Kreditanstalt fÃ¼r Wiederaufbau 1,375% 18/28",A2E4JT
Deutsche Bildung Studienfonds II GmbH & Co. KG 4% 17/27,A2E4PH
IKB Deutsche Industriebank AG 4% 17/27,A2E4Q8
"Deutsche Pfandbriefbank AG 4,679% 17/27",A2E4Y4
Deutsche Post AG 1% 17/27,A2G8S7
"Deutsche Bahn Finance GmbH 1,625% 18/33",A2G8U8
"Niedersachsen, Land 0,75% 18/28",A2G8V1
"Deutsche Lichtmiete Finanzierungsgesellschaft mbH Oldenburg 5,75% 18/23",A2G9JL
"Otto GmbH & Co. KG 3,25% 17/26",A2GS2K
"Blue Energy Group AG 8,134% 17/25",A2GS33
"paragon GmbH & Co. KGaA 7,5% 17/27",A2GSB8
"Mercedes-Benz Group AG 1,5% 17/29",A2GSCW
"Mercedes-Benz Group AG 2,125% 17/37",A2GSCX
"GRENKE AG 9,406%",A2GSE4
"Kreditanstalt fÃ¼r Wiederaufbau 1,125% 17/32",A2GSE5
"Volkswagen Leasing GmbH 0,25% 21/26",A2GSF1
"Kreditanstalt fÃ¼r Wiederaufbau 0,5% 17/27",A2GSFA
"Volkswagen Leasing GmbH 1,375% 17/25",A2GSFN
"Volkswagen Leasing GmbH 1,625% 18/25",A2GSFT
"Volkswagen Leasing GmbH 1,5% 19/26",A2GSFX
"IKB Deutsche Industriebank AG 6,53% 18/28",A2GSG2
"BASF SE 0,875% 17/27",A2GSGH
IKB Deutsche Industriebank AG 4% 17/27,A2GSGU
Mercedes-Benz Group AG 1% 17/27,A2GSLY
"Niedersachsen, Land 0,4% 17/25",A2GSNJ
"Kreditanstalt fÃ¼r Wiederaufbau 0,625% 18/28",A2GSNR
"VEDES AG 3,5% 17/26",A2GSTP
Otto GmbH & Co. KG 4%,A2LQ0B
"LANXESS AG 1,125% 18/25",A2LQ5D
"BASF SE 1,5% 18/30",A2LQ5F
"BASF SE 0,875% 18/25",A2LQ5G
"HOCHTIEF AG 1,75% 18/25",A2LQ5M
"Volkswagen Financial Services AG 2,25% 18/26",A2LQ6C
"Volkswagen Financial Services AG 2,25% 19/27",A2LQ6G
"Volkswagen Financial Services AG 3,375% 20/28",A2LQ6L
"Volkswagen Financial Services AG 0,000% 21/25",A2LQ6Q
"Volkswagen Financial Services AG 0,125% 21/27",A2LQ6R
"Volkswagen Financial Services AG 0,375% 21/30",A2LQ6S
"Volkswagen Financial Services AG 0,875% 22/28",A2LQ6U
"Volkswagen Financial Services AG 3,75% 24/26",A2LQ6W
"Kreditanstalt fÃ¼r Wiederaufbau 2,875% 18/28",A2LQE3
"Deutsche BÃ¶rse AG 1,125% 18/28",A2LQJ7
"Kreditanstalt fÃ¼r Wiederaufbau 1,375% 19/25",A2LQL4
Ranft Invest GmbH 5% 18/30,A2LQLH
"Kreditanstalt fÃ¼r Wiederaufbau 0,5% 18/26",A2LQLU
"Landwirtschaftliche Rentenbank 0,5% 19/29",A2LQMT
"Knorr-Bremse AG 1,125% 18/25",A2LQP5
"Energiekontor Finanzanlagen VI GmbH & Co. KG 4,5% 18/36",A2LQQD
"Landwirtschaftliche Rentenbank 1,75% 20/27",A2LQQV
"Landwirtschaftliche Rentenbank 0,000% 20/27",A2LQQZ
"Deutsche Telekom AG 2,25% 19/39",A2LQRS
"ThÃ¼ringen, Freistaat 1% 19/39",A2LQRY
"Kreditanstalt fÃ¼r Wiederaufbau 0,75% 18/28",A2LQSH
"Kreditanstalt fÃ¼r Wiederaufbau 0,75% 19/29",A2LQSN
"Berlin, Land 0,1% 19/30",A2NB9V
"Berlin, Land 0,01% 20/27",A2NB9Y
"Berlin, Land 0,125% 20/35",A2NB9Z
"Fresenius Medical Care AG 1,5% 18/25",A2NBE6
"Emissionskonsortium der gemeinsamen LÃ¤nderschatzanweisungen bestehend aus den LÃ¤ 0,625% 19/29",A2NBJ5
"Hertha BSC GmbH & Co. KGaA 10,5% 18/25",A2NBK3
"Fresenius SE & Co. KGaA 1,875% 19/25",A2NBMS
"Fresenius SE & Co. KGaA 2,875% 19/29",A2NBMT
"ESPG AG 9,5% 18/26",A2NBY2
SoWiTec group GmbH 8% 18/26,A2NBZ2
"Consorcio Transmantaro S.A. 4,7% 19/34",A2R000
Vodafone Group PLC 7% 19/79,A2R0A2
"RumÃ¤nien, Republik 2% 19/26",A2R0AA
"RumÃ¤nien, Republik 2% 19/26",A2R0AB
"RumÃ¤nien, Republik 3,5% 19/34",A2R0AC
"RumÃ¤nien, Republik 4,625% 19/49",A2R0AE
"RumÃ¤nien, Republik 4,625% 19/49",A2R0AF
Klabin Austria GmbH 7% 19/49,A2R0AJ
"Westpac Banking Corp. 0,375% 19/26",A2R0DA
"Blackstone Holdings Finance Co. LLC 1,5% 19/29",A2R0G5
European Investment Bank (EIB) 1% 19/42,A2R0K6
"voestalpine AG 1,75% 19/26",A2R0KA
Terna Rete Elettrica Nazionale S.p.A. 1% 19/26,A2R0KD
"ERG S.p.A. 1,875% 19/25",A2R0KV
"Ã„gypten, Arabische Republik 6,375% 19/31",A2R0MT
Ile-de-France MobilitÃ©s 1% 19/34,A2R0MV
"Waste Connections Inc. 3,5% 19/29",A2R0W3
"Italien, Republik 2,1% 19/26",A2R0ZP
"United States of America 2,375% 19/26",A2R1BU
"Ronshine China Holdings Ltd. 8,75%",A2R1C2
"Zypern, Republik 2,75% 19/49",A2R1KL
"ASR Nederland N.V. 3,375% 19/49",A2R1LA
"Boardwalk Pipelines LP 4,8% 19/29",A2R1S1
VST Building Technologies AG 7% 19/24,A2R1SR
"United States of America 2,875% 19/49",A2R1YM
"United States of America 2,375% 19/29",A2R1YN
"Swedish Covered Bond Corp.,The 0,375% 19/29",A2R26L
"Italien, Republik 0,487% 19/30",A2R29N
"O'Reilly Automotive Inc.[New] 3,9% 19/29",A2R2BJ
"Koninklijke Philips N.V. 0,5% 19/26",A2R2K7
"American Express Co. 3,125% 19/26",A2R2KU
"Nederlandse Waterschapsbank N.V. 0,125% 19/27",A2R2RQ
"Niederlande, KÃ¶nigreich der 0,5% 19/40",A2R2S4
"Nordea Bank Abp 0,375% 19/26",A2R2UV
"International Bank for Reconstruction and Development 0,5% 19/35",A2R30C
"Aroundtown SA 4,75%",A2R336
"Chile, Republik 3,5% 19/50",A2R33G
"Korea Hydro & Nuclear Power Co. Ltd. 0,05% 19/27",A2R361
"Heidelberg Materials Finance Luxembourg S.A. 1,125% 19/27",A2R37Q
"Australia, Commonwealth of... 1,5% 18/31",A2R3B1
"BMW Finance N.V. 0,75% 19/26",A2R3E0
"HCA Inc. 5,125% 19/39",A2R3FW
"HCA Inc. 5,25% 19/49",A2R3FX
"AT & T Inc. 3,875% 19/26",A2R3HQ
"American Tower Corp. 2,95% 19/25",A2R3MS
"American Tower Corp. 3,8% 19/29",A2R3MT
"Spanien, KÃ¶nigreich 0,6% 19/29",A2R3SN
"Italien, Republik 3,1% 19/40",A2R3SQ
"Vodafone Group PLC 5,125% 19/59",A2R3T3
"Schweizerische Eidgenossenschaft 0,000% 19/34",A2R3T9
"Vodafone Group PLC 4,875% 19/49",A2R3UT
"CoÃ¶peratieve Rabobank U.A. 0,75% 19/39",A2R3WK
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,875% 19/29",A2R3XX
"European Investment Bank (EIB) 0,125% 19/29",A2R3YH
A2A S.p.A. 1% 19/29,A2R43M
"RumÃ¤nien, Republik 2,124% 19/31",A2R47U
"RumÃ¤nien, Republik 2,124% 19/31",A2R47V
"Chile, Republik 0,83% 19/31",A2R4F8
"Medtronic Global Holdings SCA 0,25% 19/25",A2R4FH
Medtronic Global Holdings SCA 1% 19/31,A2R4FK
"ProLogis International Funding II S.A. 0,875% 19/29",A2R4FW
OMV AG 1% 19/34,A2R4J5
"Toyota Motor Corp. 2,76% 19/29",A2R4JH
"Kinepolis Group S.A. 3,25% 19/26",A2R4JL
"Hera S.p.A. 0,875% 19/27",A2R4JM
"Nationwide Building Society 0,168% 19/31",A2R4P0
"Nationwide Building Society 0,000% 19/25",A2R4P1
"Caixabank S.A. 0,75% 19/26",A2R4T7
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,625% 19/25",A2R4W9
"Cembra Money Bank AG 2,957%",A2R4Y7
"Canadian Imperial Bank of Commerce 0,04% 19/27",A2R4YW
"Intrum AB 3,5% 19/26",A2R501
"Polen, Republik 5,81% 19/29",A2R57Q
"Sinopec Group Overseas Development [2018] Ltd. 2,95% 19/29",A2R59L
"Sinopec Group Overseas Development [2018] Ltd. 3,68% 19/49",A2R59N
"Empresas PÃºblicas de MedellÃ­n E.S.P. 4,25% 19/29",A2R5DA
"ArcelorMittal S.A. 4,25% 19/29",A2R5DD
Telecom Argentina S.A. 8% 19/26,A2R5DE
"Schweizerische Eidgenossenschaft 0,000% 19/39",A2R5DS
"Acores, RegiÃ£o AutÃ³noma 1,006% 19/29",A2R5JH
"Mitsubishi UFJ Financial Group Inc. 0,848% 19/29",A2R5JZ
"United States of America 1,875% 19/26",A2R5NQ
"Ausnet Services Holdings Pty Ltd. 2,6% 19/29",A2R5ZT
"Atlas Copco Finance DAC 0,125% 19/29",A2R68D
"Siemens Financieringsmaatschappij N.V. 0,125% 19/29",A2R68L
"Siemens Financieringsmaatschappij N.V. 0,5% 19/34",A2R68M
"BAWAG P.S.K. Bank fÃ¼r Arbeit und Wirtschaft und Ã–sterreichische Postsparkasse AG 0,375% 19/27",A2R68T
"United States of America 1,625% 19/29",A2R6AB
"United States of America 2,25% 19/49",A2R6AC
"EPR Properties 3,75% 19/29",A2R6KN
